Date,Open,High,Low,Close,Adj Close,Volume
10/11/2023,4366.59,4378.64,4345.34,4376.95,4376.95,1236600000
10/10/2023,4339.75,4385.46,4339.64,4358.24,4358.24,1193100000
10/09/2023,4289.02,4341.73,4283.79,4335.66,4335.66,1336100000
10/06/2023,4234.79,4324.1,4219.55,4308.5,4308.5,1389700000
10/05/2023,4259.31,4267.13,4225.91,4258.19,4258.19,1497200000
10/04/2023,4233.83,4268.5,4220.48,4263.75,4263.75,1552600000
10/03/2023,4269.75,4281.15,4216.45,4229.45,4229.45,1513700000
10/02/2023,4284.52,4300.58,4260.21,4288.39,4288.39,2014290000
09/29/2023,4328.18,4333.15,4274.86,4288.05,4288.05,1908600000
09/28/2023,4269.65,4317.27,4264.38,4299.7,4299.7,2117000000
09/27/2023,4282.63,4292.07,4238.63,4274.51,4274.51,1425500000
09/26/2023,4312.88,4313.01,4265.98,4273.53,4273.53,1823000000
09/25/2023,4310.62,4338.51,4302.7,4337.44,4337.44,1527800000
09/22/2023,4341.74,4357.4,4316.49,4320.06,4320.06,699400000
09/21/2023,4374.36,4375.7,4329.17,4330.0,4330.0,1184400000
09/20/2023,4452.81,4461.03,4401.38,4402.2,4402.2,1348900000
